ticker,settore,industria,capitalizzazione,azioni_in_circolazione,flottante,valuta,tipo,denominazione,denaro,lettera,spread_pct
GPI.MI,Healthcare,Health Information Services,402128320.0,28888528.0,7905635.0,EUR,EQUITY,GPI S.p.A.,13.88,13.94,0.43134435657799225
GPSY.MI,Healthcare,Medical Devices,,,,EUR,EQUITY,,4.053,4.2,3.5623409669211252
GRAL.MI,Consumer Cyclical,Packaging & Containers,7056925.0,11382138.0,4163928.0,EUR,EQUITY,Grifal S.p.A.,0.61,0.63,3.225806451612906
GRN.MI,Basic Materials,Chemicals,14859702.0,25031500.0,25087135.0,EUR,EQUITY,Green Oleo S.p.A.,0.462,0.468,1.2903225806451624
GROW.MI,Technology,Software - Application,26532252.0,13964343.0,13401161.0,EUR,EQUITY,Growens S.p.A.,1.87,1.9,1.5915119363395123
GSP.MI,Energy,Oil & Gas E&P,260566208.0,43572943.0,9406091.0,EUR,EQUITY,Gas Plus S.p.A.,5.95,5.98,0.5029337803855868
GT.MI,Communication Services,Entertainment,304000.0,1900000.0,,EUR,EQUITY,GT Talent Group S.p.A.,,,
GVS.MI,Industrials,Pollution & Treatment Controls,890437376.0,187460494.0,68059407.0,EUR,EQUITY,GVS S.p.A.,4.745,4.775,0.6302521008403413
HER.MI,Utilities,Utilities - Diversified,5646461952.0,1474272103.0,93468851.0,EUR,EQUITY,Hera S.p.A.,,,
HIK.MI,Industrials,Waste Management,113079360.0,129086033.0,85257452.0,EUR,EQUITY,,0.876,0.879,0.3418803418803422
HLX.MI,Healthcare,Biotechnology,19146026.0,26444787.0,,EUR,EQUITY,Helyx Industries S.p.A.,0.724,0.734,1.3717421124828544
HQF.MI,Consumer Defensive,Food Distribution,5609604.0,11219208.0,3361500.0,EUR,EQUITY,High Quality Food S.p.A.,0.5,0.51,1.980198019801982
HZY.MI,Real Estate,Real Estate Services,39550132.0,10193333.0,,EUR,EQUITY,Homizy SIIQ S.p.A.,,,
IB.MI,Utilities,Utilities - Renewable,43080260.0,5351585.0,1132556.0,EUR,EQUITY,Iniziative Bresciane S.p.A.,8.0,8.05,0.6230529595015665
ICC.MI,Industrials,Specialty Business Services,5481756.0,4766745.0,,EUR,EQUITY,International Care Company S.p.A.,1.13,1.17,3.478260869565221
ICF.MI,Basic Materials,Specialty Chemicals,34929376.0,5588700.0,,EUR,EQUITY,Industrie Chimiche Forestali S.p.A.,6.2,6.25,0.8032128514056197
ICOP.MI,Industrials,Engineering & Construction,924776640.0,31888850.0,4854847.0,EUR,EQUITY,I.CO.P. S.p.A. Società Benefit,29.0,29.2,0.6872852233676952
ICOS.MI,Consumer Defensive,Household & Personal Products,1283364352.0,93813187.0,28285908.0,EUR,EQUITY,Intercos S.p.A.,13.68,13.72,0.2919708029197148
IDNTT.MI,Communication Services,Entertainment,28940738.0,9100861.0,7554861.0,EUR,EQUITY,IDNTT SA,3.12,3.2,2.531645569620255
IEG.MI,Communication Services,Advertising Agencies,441368352.0,30544524.0,4548180.0,EUR,EQUITY,Italian Exhibition Group S.p.A.,14.45,14.5,0.3454231433506094
IF.MI,Financial Services,Banks - Regional,915584256.0,61079670.0,34749557.0,EUR,EQUITY,Banca IFIS S.p.A.,14.99,15.0,0.06668889629876483
IG.MI,Utilities,Utilities - Regulated Gas,8781762560.0,1017585488.0,624216333.0,EUR,EQUITY,Italgas S.p.A.,8.624,8.63,0.06954909006607427
IGD.MI,Real Estate,REIT - Retail,435298816.0,110341903.0,54188909.0,EUR,EQUITY,Immobiliare Grande Distribuzione SIIQ S.p.A.,3.94,3.95,0.25348542458809203
IGV.MI,Consumer Cyclical,Resorts & Casinos,87388712.0,47597339.0,12760847.0,EUR,EQUITY,I Grandi Viaggi S.p.A.,1.836,1.856,1.0834236186348871
ILLA.MI,,,359641.0,3596418536.0,,EUR,MUTUALFUND,Illa S.p.A.,,,
ILP.MI,Industrials,Specialty Industrial Machinery,93229024.0,12186800.0,3517692.0,EUR,EQUITY,ILPRA S.p.A.,7.55,7.7,1.967213114754103
IMD.MI,Healthcare,Medical Devices,22690740.0,17321175.0,2259028.0,EUR,EQUITY,I.M.D. International Medical Devices S.p.A.,1.23,1.31,6.2992125984252025
IMS.MI,Consumer Cyclical,Auto Manufacturers,178437712.0,340530000.0,18640612.0,EUR,EQUITY,Immsi S.p.A.,0.52,0.524,0.7662835249042153
INC.MI,Utilities,Utilities - Regulated Electric,20495310.0,96448508.0,52706216.0,EUR,EQUITY,Innovatec S.p.A.,0.2085,0.212,1.664684898929847
INDB.MI,Consumer Cyclical,Auto Parts,99523848.0,5224349.0,1247215.0,EUR,EQUITY,Indel B S.p.A.,19.05,19.3,1.303780964797914
INW.MI,Real Estate,Real Estate Services,5530048512.0,902344843.0,291880669.0,EUR,EQUITY,Infrastrutture Wireless Italiane S.p.A.,6.12,6.125,0.08166598611678061
IOT.MI,Technology,Computer Hardware,467727552.0,132497219.0,57751999.0,EUR,EQUITY,Seco S.p.A.,3.53,3.545,0.4240282685512403
IP.MI,Industrials,Specialty Industrial Machinery,3789697280.0,105094207.0,48857246.0,EUR,EQUITY,Interpump Group S.p.A.,36.04,36.08,0.11092623405435148
IRC.MI,Industrials,Electrical Equipment & Parts,62342700.0,26416400.0,12351252.0,EUR,EQUITY,IRCE S.p.A.,2.31,2.36,2.141327623126331
IRE.MI,Utilities,Utilities - Diversified,3187160064.0,1283075732.0,604803534.0,EUR,EQUITY,Iren SpA,2.484,2.486,0.08048289738431483
ISC.MI,Financial Services,Credit Services,12616285.0,12900087.0,5050126.0,EUR,EQUITY,Integrated System Credit Consulting Fintech S.p.A.,0.9,0.978,8.306709265175714
ISP.MI,Financial Services,Banks - Regional,119119749120.0,17476489462.0,15520757644.0,EUR,EQUITY,,6.815,6.818,0.04401085601113806
ITD.MI,Communication Services,Telecom Services,141604224.0,15560903.0,4759122.0,EUR,EQUITY,Intred S.p.A.,8.94,9.1,1.7738359201773852
ITM.MI,Consumer Defensive,Packaged Foods,1090618368.0,42015947.0,16134964.0,EUR,EQUITY,Italmobiliare S.p.A.,25.9,26.0,0.3853564547206221
ITW.MI,Technology,Information Technology Services,9827818.0,10410824.0,5386248.0,EUR,EQUITY,Itway S.p.A.,0.932,0.944,1.2793176972281344
IVG.MI,Industrials,Farm & Heavy Construction Machinery,3714205952.0,266346803.0,166453435.0,EUR,EQUITY,Iveco Group N.V.,13.94,13.95,0.07171029042667469
IVN.MI,Consumer Cyclical,Footwear & Accessories,12199164.0,8590961.0,2892328.0,EUR,EQUITY,iVision Tech S.p.A.,1.39,1.435,3.185840707964612
IWB.MI,Consumer Defensive,Beverages - Wineries & Distilleries,175215568.0,9310073.0,7190473.0,EUR,EQUITY,Italian Wine Brands S.p.A.,18.66,18.82,0.853788687299894
JUVE.MI,Communication Services,Entertainment,854919616.0,417033996.0,417033996.0,EUR,EQUITY,Juventus Football Club S.p.A.,2.05,2.052,0.09751340809362377
KK.MI,Financial Services,Credit Services,43893672.0,2411740114.0,799323123.0,EUR,EQUITY,Kruso Kapital S.p.A.,0.0182,0.0184,1.0928961748633814
KLN.MI,Consumer Cyclical,Travel Services,55511252.0,14125000.0,,EUR,EQUITY,,3.89,3.93,1.0230179028133002
KME.MI,Basic Materials,Copper,261761120.0,270231550.0,53386298.0,EUR,EQUITY,KME Group S.p.A.,0.9,0.94,4.3478260869565135
KMER.MI,Basic Materials,Copper,398219936.0,14211262.0,53386298.0,EUR,EQUITY,KME Group S.p.A.,1.38,1.4,1.4388489208633106
LDB.MI,Industrials,Integrated Freight & Logistics,123495056.0,9499620.0,,EUR,EQUITY,Lindbergh S.p.A.,12.95,13.0,0.3853564547206221
LDO.MI,Industrials,Aerospace & Defense,33753591808.0,576885870.0,403078359.0,EUR,EQUITY,Leonardo S.p.a.,58.5,58.53,0.05126890540887146
LFG.MI,Communication Services,Entertainment,18035968.0,14090599.0,4717673.0,EUR,EQUITY,Leone Film Group S.p.A.,1.25,1.3,3.9215686274509842
LMG.MI,Communication Services,Entertainment,16340984.0,14855440.0,1748040.0,EUR,EQUITY,Lucisano Media Group S.p.A.,1.07,1.11,3.6697247706422047
LNDR.MI,Consumer Cyclical,Auto Parts,29338010.0,32936965.0,3945375.0,EUR,EQUITY,Landi Renzo S.p.A.,0.682,0.688,0.8759124087591086
LON.MI,Consumer Defensive,Food Distribution,6311490.0,6249000.0,0.0,EUR,EQUITY,Longino & Cardenal S.p.A.,0.975,1.02,4.5112781954887256
LS.MI,Technology,Solar,11557601.0,8625075.0,1383031.0,EUR,EQUITY,,1.34,1.37,2.214022140221404
LTMC.MI,Consumer Cyclical,Gambling,5528320000.0,232771360.0,209060079.0,EUR,EQUITY,Lottomatica Group S.p.A.,23.74,23.75,0.04211412929038351
LTX.MI,Industrials,Specialty Industrial Machinery,5015250.0,5687000.0,5687026.0,EUR,EQUITY,Litix S.p.A.,0.735,0.75,2.020202020202022
LUVE.MI,Industrials,Building Products & Equipment,1228010624.0,22206341.0,6505126.0,EUR,EQUITY,LU-VE S.p.A.,55.1,55.3,0.36231884057970243
MAIRE.MI,Industrials,Engineering & Construction,3914832640.0,326508150.0,145067571.0,EUR,EQUITY,Maire S.p.A.,11.97,11.99,0.16694490818029695
MAPS.MI,Technology,Software - Application,35498712.0,13003191.0,,EUR,EQUITY,Maps S.p.A.,2.69,2.73,1.4760147601476028
MARE.MI,Industrials,Engineering & Construction,94442688.0,19195667.0,8144974.0,EUR,EQUITY,Mare Group S.p.A.,4.92,4.93,0.20304568527918349
MARK.MI,Consumer Cyclical,Leisure,15522240.0,10488000.0,3740021.0,EUR,EQUITY,Markbass S.p.A.,1.44,1.5,4.081632653061228
MARP.MI,Industrials,Specialty Industrial Machinery,14278320.0,6374250.0,1828253.0,EUR,EQUITY,Marzocchi Pompe S.p.A.,2.2,2.28,3.5714285714285543
MARR.MI,Consumer Defensive,Food Distribution,398202240.0,62610417.0,29068764.0,EUR,EQUITY,MARR S.p.A.,6.34,6.36,0.3149606299212671
MASI.MI,Consumer Defensive,Beverages - Wineries & Distilleries,138249984.0,32151156.0,,EUR,EQUITY,Masi Agricola S.p.A.,4.18,4.3,2.8301886792452855
MB.MI,Financial Services,Banks - Regional,22986227712.0,806534267.0,769519393.0,EUR,EQUITY,Mediobanca Banca di Credito Finanziario S.p.A.,28.47,28.5,0.105318588730915
MET.MI,Financial Services,Asset Management,11988770.0,581365.0,636335.0,EUR,EQUITY,Met.Extra Group S.p.A.,2.5,2.58,3.1496062992126013
MEV.MI,Real Estate,Real Estate Services,1171198.0,8740290.0,,EUR,EQUITY,Mevim S.p.A.,0.121,0.13,7.171314741035863
MFEA.MI,Communication Services,Broadcasting,1873609472.0,469897609.0,436170403.0,EUR,EQUITY,MFE-Mediaforeurope N.V.,2.678,2.682,0.14925373134328374
MFEB.MI,Communication Services,Broadcasting,2571840512.0,229732507.0,436170403.0,EUR,EQUITY,MFE-Mediaforeurope N.V.,3.674,3.68,0.16317650258363414
MFT.MI,Technology,Computer Hardware,69814616.0,34561691.0,31435240.0,EUR,EQUITY,Matica Fintec S.p.A.,2.02,2.06,1.960784313725492
MGS.MI,Basic Materials,Specialty Chemicals,54225704.0,5768692.0,,EUR,EQUITY,Magis S.p.A.,9.3,9.5,2.1276595744680775
MN.MI,Communication Services,Publishing,540314880.0,259143830.0,121437265.0,EUR,EQUITY,Arnoldo Mondadori Editore S.p.A.,2.075,2.085,0.4807692307692205
MNL.MI,Consumer Cyclical,Apparel Manufacturing,3652674.0,6087790.0,1945406.0,EUR,EQUITY,Monnalisa S.p.A.,0.6,0.624,3.921568627450984
MOL.MI,Financial Services,Credit Services,1416344832.0,37223256.0,10699662.0,EUR,EQUITY,Moltiply Group S.p.A.,38.05,38.25,0.5242463958060363
MONC.MI,Consumer Cyclical,Apparel Manufacturing,12976629760.0,271989727.0,221976215.0,EUR,EQUITY,Moncler S.p.A.,47.7,47.72,0.04191993292809897
MPT.MI,Technology,Information Technology Services,7782259.0,7667250.0,,EUR,EQUITY,Impianti S.P.A.,0.974,1.015,4.1226747109099975
MQSPA.MI,Communication Services,Internet Content & Information,2753770.0,12574294.0,51992190.0,EUR,EQUITY,MeglioQuesto S.p.A.,0.196,0.265,29.934924078091107
MS.MI,Consumer Defensive,Packaged Foods,23428928.0,29965801.0,26519834.0,EUR,EQUITY,Misitano & Stracuzzi S.p.A.,0.68,0.698,2.6124818577648625
MTK.MI,Technology,Software - Application,36166880.0,8774832.0,4107424.0,EUR,EQUITY,Metriks AI S.p.A. Società Benefit,3.42,3.82,11.049723756906076
MTS.MI,Financial Services,Asset Management,3141568.0,2080509.0,,EUR,EQUITY,MiT Sim S.p.A.,1.38,1.54,10.958904109589051
MTV.MI,Communication Services,Entertainment,3638353.0,109920045.0,,EUR,EQUITY,Mondo TV S.p.A.,0.0321,0.0331,3.0674846625766903
MTVFR.MI,Communication Services,Entertainment,154131.0,61652676.0,20248585.0,EUR,EQUITY,Mondo TV France Société Anonyme,0.002,0.0025,22.22222222222222
NDT.MI,Basic Materials,Paper & Paper Products,72798992.0,13684021.0,5366807.0,EUR,EQUITY,Neodecortech S.p.A.,5.3,5.32,0.37664783427496157
NEXI.MI,Technology,Software - Infrastructure,4851596800.0,1174720768.0,459550764.0,EUR,EQUITY,Nexi S.p.A.,4.133,4.135,0.0483792936623072
NOVA.MI,Consumer Cyclical,Recreational Vehicles,110620576.0,12499500.0,2499525.0,EUR,EQUITY,Novamarine S.p.A.,7.65,9.0,16.216216216216214
NPI.MI,Communication Services,Entertainment,17286686.0,21881880.0,4747930.0,EUR,EQUITY,Notorious Pictures S.p.A.,0.77,0.795,3.194888178913741
NRST.MI,Technology,Information Technology Services,16374140.0,25584594.0,21408165.0,EUR,EQUITY,Neurosoft Software Production S.A.,0.55,0.8,37.03703703703704
NSP.MI,Technology,Software - Application,9137666.0,20767422.0,18459746.0,EUR,EQUITY,Neosperience S.p.A.,,,
NUS.MI,Industrials,Building Products & Equipment,14341155.0,33664683.0,4195763.0,EUR,EQUITY,Nusco S.p.A.,0.421,0.43,2.1151586368977693
NWL.MI,Consumer Defensive,Packaged Foods,667720704.0,41039994.0,14188348.0,EUR,EQUITY,NewPrinces S.p.A.,16.27,16.32,0.30684258975146184
NXT.MI,Energy,Oil & Gas Equipment & Services,756000000.0,46500000.0,37323360.0,EUR,EQUITY,Next Geosolutions Europe SpA,15.75,15.8,0.31695721077654965
OEC.MI,Consumer Cyclical,Internet Retail,1110833.0,40566392.0,2910176.0,EUR,EQUITY,Ops eCom S.p.A.,0.02,0.0286,35.39094650205761
OLI.MI,Technology,Information Technology Services,30703246.0,19285958.0,5306338.0,EUR,EQUITY,Olidata S.p.A.,1.594,1.616,1.370716510903428
OMER.MI,Industrials,Tools & Accessories,94210488.0,28635408.0,28542629.0,EUR,EQUITY,OMER S.p.A.,3.26,3.29,0.9160305343511527
OPR.MI,Communication Services,Advertising Agencies,804235.0,40639132.0,35866413.0,EUR,EQUITY,OPS Retail S.p.A.,0.008,0.013,47.61904761904762
OPS.MI,Utilities,Utilities - Regulated Gas,1576510.0,12442300.0,14514469.0,EUR,EQUITY,Ops Italia S.p.A.,0.0808,0.1395,53.290966863368155
OPTS.MI,Industrials,Consulting Services,8550900.0,7917500.0,376636.0,EUR,EQUITY,OPT S.p.A.,1.07,1.08,0.9302325581395355
OROX.MI,Consumer Cyclical,Luxury Goods,969600064.0,101000000.0,0.0,EUR,EQUITY,,9.6,9.795,2.0108275328692993
ORS.MI,Consumer Defensive,Food Distribution,274188480.0,17136781.0,9769349.0,EUR,EQUITY,Orsero S.p.A.,15.98,16.02,0.24999999999999467
OS.MI,Industrials,Aerospace & Defense,791073920.0,17386241.0,,EUR,EQUITY,Officina Stellare S.p.A.,45.2,46.4,2.6200873362445325
OSA.MI,Industrials,Specialty Industrial Machinery,6162025.0,16130957.0,,EUR,EQUITY,OSAI Automation System S.p.A.,0.349,0.39,11.096075778078493
OTO.MI,Healthcare,Medical Devices,15700081.0,5947000.0,,EUR,EQUITY,Otofarma S.P.A.,2.5,2.62,4.687500000000004
OVS.MI,Consumer Cyclical,Apparel Manufacturing,1466265088.0,242759125.0,160636446.0,EUR,EQUITY,OVS S.p.A.,6.035,6.045,0.16556291390728123
PAG.MI,Industrials,Aerospace & Defense,22309164.0,2348333.0,,EUR,EQUITY,Porto Aviation Group S.p.A.,8.75,10.1,14.323607427055698
PFI.MI,Financial Services,Credit Services,2397974.0,3867700.0,501016.0,EUR,EQUITY,Premia Finance S.p.A.,0.555,0.62,11.063829787234033
PHIL.MI,Healthcare,Biotechnology,980040768.0,28879832.0,10746222.0,EUR,EQUITY,Philogen S.p.A.,24.3,24.45,0.6153846153846095
PHN.MI,Healthcare,Drug Manufacturers - Specialty & Generic,763142080.0,9575183.0,3282048.0,EUR,EQUITY,Pharmanutra S.p.A.,79.5,79.7,0.25125628140703876
PIA.MI,Consumer Cyclical,Auto Manufacturers,706005248.0,352298042.0,172265206.0,EUR,EQUITY,Piaggio & C. SpA,,,
PINF.MI,Consumer Cyclical,Auto Manufacturers,64342148.0,78657878.0,12089716.0,EUR,EQUITY,Pininfarina S.p.A.,0.82,0.832,1.4527845036319627
PIRC.MI,Consumer Cyclical,Auto Parts,7089703424.0,1084881933.0,579663266.0,EUR,EQUITY,Pirelli & C. S.p.A.,6.53,6.54,0.15302218821728825
PLC.MI,Industrials,Engineering & Construction,79698968.0,25960575.0,6871764.0,EUR,EQUITY,PLC S.p.A.,3.07,3.08,0.3252032520325278
PLN.MI,Communication Services,Telecom Services,25924216.0,6579750.0,2071240.0,EUR,EQUITY,Planetel S.p.A.,3.9,3.96,1.5267175572519098
PMED.MI,Healthcare,Pharmaceutical Retailers,36830000.0,6350000.0,3687868.0,EUR,EQUITY,,5.2,5.8,10.909090909090903
PMT.MI,Industrials,Consulting Services,50176352.0,16951470.0,2703170.0,EUR,EQUITY,Promotica S.p.A.,2.92,2.96,1.3605442176870761
POPR.MI,Communication Services,Publishing,14574640.0,30490881.0,,EUR,EQUITY,Poligrafici Printing S.p.A.,0.47,0.48,2.105263157894739
POR.MI,Communication Services,Advertising Agencies,5448492.0,5315602.0,2444007.0,EUR,EQUITY,Portobello S.p.A.,1.0,1.06,5.825242718446607
POZ.MI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",19165436.0,34846250.0,11572788.0,EUR,EQUITY,Pozzi Milano S.p.A.,0.54,0.55,1.8348623853211024
PQ.MI,Consumer Cyclical,Footwear & Accessories,118268000.0,47307200.0,13038810.0,EUR,EQUITY,Piquadro S.p.A.,2.49,2.5,0.4008016032064043
PRE.MI,Healthcare,Medical Devices,7049425.0,5821000.0,1878986.0,EUR,EQUITY,Predict S.p.A.,0.915,0.925,1.0869565217391313
PRO.MI,Financial Services,Banks - Regional,112996240.0,66079671.0,23770840.0,EUR,EQUITY,Banca Profilo S.p.A.,1.71,1.72,0.5830903790087469
PRT.MI,Technology,Electronics & Computer Distribution,343625408.0,49442502.0,27167196.0,EUR,EQUITY,Esprinet S.p.A.,6.94,6.97,0.43134435657799225
PRY.MI,Industrials,Electrical Equipment & Parts,36048949248.0,292249275.0,292249275.0,EUR,EQUITY,,123.3,123.35,0.04054327995134576
PSQ.MI,Consumer Cyclical,Auto & Truck Dealerships,26324780.0,24834700.0,3714774.0,EUR,EQUITY,Pasquarelli Auto S.p.A.,1.04,1.05,0.9569377990430631
PST.MI,Industrials,Conglomerates,34993274880.0,1292218528.0,453611917.0,EUR,EQUITY,Poste Italiane S.p.A.,27.07,27.09,0.07385524372230272
PTR.MI,Consumer Cyclical,Apparel Manufacturing,39155540.0,14944864.0,3296506.0,EUR,EQUITY,Pattern S.p.A.,2.52,2.64,4.651162790697678
PWS.MI,Technology,Consumer Electronics,188854944.0,12847275.0,,EUR,EQUITY,Powersoft S.p.A.,14.7,14.8,0.6779661016949249
RACE.MI,Consumer Cyclical,Auto Manufacturers,63864152064.0,175764832.0,173546934.0,EUR,EQUITY,Ferrari N.V.,363.25,363.65,0.11005640390699609
RAD.MI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8148936.0,8809661.0,,EUR,EQUITY,Radici Pietro Industries & Brands S.p.A.,0.91,0.945,3.773584905660369
RAT.MI,Consumer Cyclical,Textile Manufacturing,28717498.0,27350000.0,3954263.0,EUR,EQUITY,Ratti S.p.A.,1.06,1.09,2.7906976744186065
RCS.MI,Communication Services,Publishing,479616576.0,517385720.0,131382429.0,EUR,EQUITY,RCS MediaGroup S.p.A.,0.927,0.931,0.4305705059203448
RDF.MI,Utilities,Utilities - Renewable,122909496.0,11465437.0,,EUR,EQUITY,Redelfi S.p.A.,10.66,10.72,0.5612722170252619
RDUE.MI,Industrials,Specialty Industrial Machinery,66250004.0,2875000.0,2875000.0,EUR,EQUITY,ErreDue S.p.A.,10.5,10.6,0.9478672985781956
REC.MI,Healthcare,Drug Manufacturers - General,10814132224.0,204813111.0,101972352.0,EUR,EQUITY,Recordati Industria Chimica e Farmaceutica S.p.A.,52.8,52.85,0.09465215333649647
RES.MI,Industrials,Waste Management,126230520.0,16142010.0,5728394.0,EUR,EQUITY,Recupero Etico Sostenibile S.p.A.,7.1,7.82,9.651474530831107
RETI.MI,Technology,Information Technology Services,20302190.0,12157000.0,12193000.0,EUR,EQUITY,Reti S.p.A.,1.64,1.68,2.40963855421687
REVO.MI,Financial Services,Insurance - Property & Casualty,708011200.0,29076435.0,23954621.0,EUR,EQUITY,REVO Insurance S.p.A.,24.3,24.4,0.4106776180698064
REY.MI,Technology,Information Technology Services,4399349248.0,36328236.0,22209254.0,EUR,EQUITY,Reply S.p.A.,120.7,120.9,0.1655629139072871
RFG.MI,Consumer Cyclical,Leisure,142882544.0,27477412.0,13180503.0,EUR,EQUITY,Racing Force S.P.A.,5.02,5.36,6.551059730250496
RFLTC.MI,Financial Services,Asset Management,32896394.0,27413660.0,,EUR,EQUITY,RedFish LongTerm Capital S.p.A.,1.19,1.21,1.6666666666666683
RKT.MI,Technology,Software - Application,7353376.0,18952000.0,,EUR,EQUITY,Rocket Sharing Company S.p.A.,0.378,0.392,3.6363636363636394
RMT.MI,Consumer Cyclical,Specialty Retail,4600220.0,2300110.0,,EUR,EQUITY,Riba Mundo Tecnología S.A.,1.7,1.98,15.21739130434783
RN.MI,Real Estate,Real Estate Services,58527436.0,1800844234.0,832170121.0,EUR,EQUITY,Risanamento SpA,0.0321,0.0325,1.238390092879271
RNV.MI,Industrials,Engineering & Construction,7224387.0,11200600.0,,EUR,EQUITY,Renovalo S.p.A.,0.625,0.645,3.1496062992126013
RPTN.MI,Industrials,Specialty Business Services,5115000.0,3000000.0,272712.0,EUR,EQUITY,Rino Petino S.p.A.,1.41,1.55,9.459459459459469
RTL.MI,Industrials,Integrated Freight & Logistics,48485248.0,10827608.0,,EUR,EQUITY,RT&L S.p.A.,3.955,4.05,2.3735165521548973
RWAY.MI,Industrials,Engineering & Construction,1265998336.0,268504421.0,94057099.0,EUR,EQUITY,Rai Way S.p.A.,4.71,4.72,0.21208907741250874
RWY.MI,Industrials,Infrastructure Operations,391928480.0,31304802.0,24253389.0,EUR,EQUITY,Reway Group S.p.A.,10.1,10.2,0.985221674876844
S3D.MI,Technology,Computer Hardware,7131890.0,15348293.0,14938495.0,EUR,EQUITY,Solid World Group S.p.A.,0.382,0.392,2.583979328165377
SAB.MI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",142285776.0,12316543.0,5119080.0,EUR,EQUITY,Sabaf S.p.A.,11.55,11.65,0.8620689655172382
SAC.MI,Consumer Cyclical,Packaging & Containers,11375650.0,8750500.0,1500536.0,EUR,EQUITY,Saccheria F.lli Franceschetti S.p.A.,1.27,1.32,3.861003861003865
SBC.MI,Industrials,Rental & Leasing Services,97612424.0,31942880.0,,EUR,EQUITY,Sicily by Car S.p.A.,2.87,2.93,2.068965517241381
SCK.MI,Industrials,Building Products & Equipment,20993612.0,22357414.0,9038655.0,EUR,EQUITY,Sciuker Frames S.p.A.,0.6,1.19,65.92178770949721
SEIF.MI,Communication Services,Publishing,5416107.0,22567115.0,,EUR,EQUITY,Società Editoriale Il Fatto S.p.A.,0.23,0.238,3.41880341880341
SERI.MI,Utilities,Utilities - Renewable,129819496.0,53979002.0,13237066.0,EUR,EQUITY,Seri Industrial S.p.A.,2.4,2.405,0.20811654526534418
SES.MI,Technology,Information Technology Services,1371742336.0,15140644.0,6700189.0,EUR,EQUITY,SeSa S.p.A.,90.6,90.8,0.22050716648291385
SFER.MI,Consumer Cyclical,Luxury Goods,1546776832.0,165607786.0,63393603.0,EUR,EQUITY,Salvatore Ferragamo S.p.A.,9.335,9.355,0.21401819154627685
SFL.MI,Healthcare,Medical Instruments & Supplies,747489088.0,391355548.0,210129571.0,EUR,EQUITY,,1.907,1.911,0.20953378732320604
SFT.MI,Communication Services,Telecom Services,18298072.0,13454464.0,902929.0,EUR,EQUITY,Softlab S.p.A.,1.33,1.36,2.2304832713754665
SGC.MI,Industrials,Specialty Business Services,11457904.0,19370100.0,11980634.0,EUR,EQUITY,SG Company S.p.A.,0.298,0.308,3.3003300330033034
SGF.MI,Consumer Cyclical,Auto Parts,243326048.0,119277480.0,40923119.0,EUR,EQUITY,Sogefi S.p.A.,2.04,2.05,0.48899755501221454
SIAV.MI,Technology,Software - Application,30798062.0,10620021.0,1746474.0,EUR,EQUITY,Siav S.p.A.,2.84,2.92,2.7777777777777803
SIT.MI,Industrials,Specialty Industrial Machinery,61018556.0,24604255.0,,EUR,EQUITY,SIT S.p.A.,2.4,2.48,3.278688524590167
SL.MI,Consumer Cyclical,Recreational Vehicles,1379842432.0,35416899.0,9787180.0,EUR,EQUITY,Sanlorenzo S.p.A.,38.94,39.04,0.2564760194921812
SMCAP.MI,Financial Services,Asset Management,53129148.0,32611617.0,17403658.0,EUR,EQUITY,Smart Capital S.p.A.,,,
SMN.MI,Communication Services,Publishing,10231790.0,5561000.0,5700000.0,EUR,EQUITY,Simone S.p.A.,1.37,1.48,7.719298245614026
SOGES.MI,Consumer Cyclical,Resorts & Casinos,9787021.0,6041371.0,1344084.0,EUR,EQUITY,Soges Group S.p.A.,1.51,1.62,7.028753993610231
SOL.MI,Basic Materials,Specialty Chemicals,4779890176.0,90700000.0,33543581.0,EUR,EQUITY,SOL S.p.A.,52.6,52.7,0.18993352326685928
SOM.MI,Industrials,Engineering & Construction,149258608.0,7280907.0,1660192.0,EUR,EQUITY,Somec S.p.A.,20.5,20.7,0.9708737864077635
SOS.MI,Consumer Cyclical,Travel Services,3783670.0,13092286.0,3781346.0,EUR,EQUITY,Sostravel.com S.p.A.,0.28,0.289,3.1634446397187883
SPM.MI,Energy,Oil & Gas Equipment & Services,,,1261358379.0,EUR,EQUITY,,4.533,4.534,0.022058012573054942
SRG.MI,Utilities,Utilities - Regulated Gas,19396474880.0,3355791415.0,2054427026.0,EUR,EQUITY,Snam S.p.A.,,,
SSL.MI,Communication Services,Entertainment,111430512.0,67738911.0,22330132.0,EUR,EQUITY,S.S. Lazio S.p.A.,1.635,1.645,0.6097560975609762
STLAM.MI,Consumer Cyclical,Auto Manufacturers,17616007168.0,2900941252.0,2444536165.0,EUR,EQUITY,Stellantis N.V.,4.6775,4.6795,0.042748744255632784
STMMI.MI,Technology,Semiconductors,39076077568.0,892453480.0,641677526.0,EUR,EQUITY,STMicroelectronics N.V.,43.84,43.85,0.022807617744322068
SVS.MI,Healthcare,Medical Devices,42736184.0,5211730.0,1690968.0,EUR,EQUITY,Svas Biosana S.p.A.,8.08,8.2,1.4742014742014644
SYS.MI,Technology,Information Technology Services,218265856.0,30399144.0,12533783.0,EUR,EQUITY,SYS-DAT S.p.A.,7.18,7.24,0.8321775312066644
